100 4950 100000 672
A2 F0 782
A2 F1 588
A2 F2 1246
A2 F3 553
A2 F4 842
A2 F5 970
A2 F6 348
A2 F7 880
A2 F8 1302
A2 F9 1046
A2 G0 1189
A2 G1 1093
A2 G2 897
A2 G3 858
A2 G4 418
A2 G5 536
A2 G6 839
A2 G7 542
A2 G8 401
A2 G9 566
A2 H0 694
A2 H1 939
A2 H2 413
A2 H3 361
A2 H4 317
A2 H5 1032
A2 H6 692
A2 H7 321
A2 H8 866
A2 H9 419
A2 I0 422
A2 I1 810
A2 I2 317
A2 I3 781
A2 I4 890
A2 I5 884
A2 I6 425
A2 I7 545
A2 I8 534
A2 I9 888
A2 J0 403
A2 J1 424
A2 J2 943
A2 J3 345
A2 J4 686
A2 J5 1016
A2 J6 512
A2 J7 410
A2 J8 886
A2 J9 397
A3 A4 643
A3 A5 623
A3 A6 549
A3 A7 277
A3 A8 592
A3 A9 372
A3 B0 756
A3 B1 668
A3 B2 692
A3 B3 757
A3 B4 416
A3 B5 754
A3 B6 754
A3 B7 503
A3 B8 574
A3 B9 411
A3 C0 357
A3 C1 417
A3 C2 643
A3 C3 491
A3 C4 650
A3 C5 730
A3 C6 685
A3 C7 735
A3 C8 687
A3 C9 710
A3 D0 659
A3 D1 366
A3 D2 718
A3 D3 466
A3 D4 437
A3 D5 308
A3 D6 605
A3 D7 751
A3 D8 525
A3 D9 724
A3 E0 385
A3 E1 765
A3 E2 764
A3 E3 592
A3 E4 476
A3 E5 729
A3 E6 470
A3 E7 706
A3 E8 726
A3 E9 760
A3 F0 613
A3 F1 391
A3 F2 724
A3 F3 226
A3 F4 702
A3 F5 448
A3 F6 691
A3 F7 699
A3 F8 780
A3 F9 524
A3 G0 667
A3 G1 571
A3 G2 481
A3 G3 336
A3 G4 761
A3 G5 760
A3 G6 644
A3 G7 223
A3 G8 744
A3 G9 249
A3 H0 721
A3 H1 465
A3 H2 756
A3 H3 704
A3 H4 660
A3 H5 510
A3 H6 698
A3 H7 664
A3 H8 577
A3 H9 762
A3 I0 765
A3 I1 391
A3 I2 660
A3 I3 327
A3 I4 368
A3 I5 362
A3 I6 768
A3 I7 527
A3 I8 329
A3 I9 764
A3 J0 746
A3 J1 767
A3 J2 421
A3 J3 688
A3 J4 301
A3 J5 494
A3 J6 712
A3 J7 753
A3 J8 631
A3 J9 740
A4 A5 226
A4 A6 395
A4 A7 465
A4 A8 194
A4 A9 687
A4 B0 172
A4 B1 1101
A4 B2 169
A4 B3 173
A4 B4 849
A4 B5 170
A4 B6 170
A4 B7 407
A4 B8 103
A4 B9 844
A4 C0 461
A4 C1 402
A4 C2 143
A4 C3 289
A4 C4 66
A4 C5 146
A4 C6 403
A4 C7 1168
A4 C8 566
A4 C9 626
A4 D0 142
A4 D1 643
A4 D2 165
A4 D3 883
A4 D4 395
A4 D5 543
A4 D6 1038
A4 D7 167
A4 D8 154
A4 D9 168
A4 E0 760
A4 E1 1198
A4 E2 180
A4 E3 826
A4 E4 418
A4 E5 753
A4 E6 401
A4 E7 122
A4 E8 142
A4 E9 176
A4 F0 693
A4 F1 499
A4 F2 1157
A4 F3 464
A4 F4 753
A4 F5 881
A4 F6 107
A4 F7 791
A4 F8 1213
A4 F9 957
A4 G0 1100
A4 G1 1004
A4 G2 808
A4 G3 769
A4 G4 177
A4 G5 447
A4 G6 750
A4 G7 453
A4 G8 187
A4 G9 477
A4 H0 605
A4 H1 850
A4 H2 172
A4 H3 120
A4 H4 76
A4 H5 943
A4 H6 603
A4 H7 222
A4 H8 777
A4 H9 178
A4 I0 181
A4 I1 721
A4 I2 76
A4 I3 692
A4 I4 801
A4 I5 795
A4 I6 184
A4 I7 456
A4 I8 445
A4 I9 799
A4 J0 162
A4 J1 183
A4 J2 854
A4 J3 104
A4 J4 597
A4 J5 927
A4 J6 423
A4 J7 277
A4 J8 797
A4 J9 156
A5 A6 375
A5 A7 445
A5 A8 175
A5 A9 667
A5 B0 339
A5 B1 1081
A5 B2 275
A5 B3 340
A5 B4 829
A5 B5 337
A5 B6 337
A5 B7 387
A5 B8 157
A5 B9 824
A5 C0 441
A5 C1 382
A5 C2 226
A5 C3 269
A5 C4 233
A5 C5 313
A5 C6 383
A5 C7 1148
A5 C8 546
A5 C9 606
A5 D0 242
A5 D1 623
A5 D2 301
A5 D3 863
A5 D4 375
A5 D5 523
A5 D6 1018
A5 D7 334
A5 D8 134
A5 D9 307
A5 E0 740
A5 E1 1178
A5 E2 347
A5 E3 806
A5 E4 398
A5 E5 733
A5 E6 381
A5 E7 289
A5 E8 309
A5 E9 343
A5 F0 673
A5 F1 479
A5 F2 1137
A5 F3 444
A5 F4 733
A5 F5 861
A5 F6 274
A5 F7 771
A5 F8 1193
A5 F9 937
A5 G0 1080
A5 G1 984
A5 G2 788
A5 G3 749
A5 G4 344
A5 G5 427
A5 G6 730
A5 G7 433
A5 G8 327
A5 G9 457
A5 H0 585
A5 H1 830
A5 H2 339
A5 H3 287
A5 H4 243
A5 H5 923
A5 H6 583
A5 H7 247
A5 H8 757
A5 H9 345
A5 I0 348
A5 I1 701
A5 I2 243
A5 I3 672
A5 I4 781
A5 I5 775
A5 I6 351
A5 I7 436
A5 I8 425
A5 I9 779
A5 J0 329
A5 J1 350
A5 J2 834
A5 J3 271
A5 J4 577
A5 J5 907
A5 J6 403
A5 J7 336
A5 J8 777
A5 J9 323
A6 A7 371
A6 A8 344
A6 A9 593
A6 B0 508
A6 B1 1007
A6 B2 444
A6 B3 509
A6 B4 755
A6 B5 506
A6 B6 506
A6 B7 313
A6 B8 326
A6 B9 750
A6 C0 367
A6 C1 308
A6 C2 395
A6 C3 243
A6 C4 402
A6 C5 482
A6 C6 437
A6 C7 1074
A6 C8 472
A6 C9 532
A6 D0 411
A6 D1 549
A6 D2 470
A6 D3 789
A6 D4 301
A6 D5 449
A6 D6 944
A6 D7 503
A6 D8 277
A6 D9 476
A6 E0 666
A6 E1 1104
A6 E2 516
A6 E3 732
A6 E4 324
A6 E5 659
A6 E6 307
A6 E7 458
A6 E8 478
A6 E9 512
A6 F0 599
A6 F1 405
A6 F2 1063
A6 F3 370
A6 F4 659
A6 F5 787
A6 F6 443
A6 F7 697
A6 F8 1119
A6 F9 863
A6 G0 1006
A6 G1 910
A6 G2 714
A6 G3 675
A6 G4 513
A6 G5 512
A6 G6 656
A6 G7 359
A6 G8 496
A6 G9 383
A6 H0 511
A6 H1 756
A6 H2 508
A6 H3 456
A6 H4 412
A6 H5 849
A6 H6 509
A6 H7 416
A6 H8 683
A6 H9 514
A6 I0 517
A6 I1 627
A6 I2 412
A6 I3 598
A6 I4 707
A6 I5 701
A6 I6 520
A6 I7 362
A6 I8 351
A6 I9 705
A6 J0 498
A6 J1 519
A6 J2 760
A6 J3 440
A6 J4 503
A6 J5 833
A6 J6 464
A6 J7 505
A6 J8 703
A6 J9 492
A7 A8 414
A7 A9 321
A7 B0 578
A7 B1 735
A7 B2 514
A7 B3 579
A7 B4 483
A7 B5 576
A7 B6 576
A7 B7 325
A7 B8 396
A7 B9 478
A7 C0 179
A7 C1 239
A7 C2 465
A7 C3 313
A7 C4 472
A7 C5 552
A7 C6 507
A7 C7 802
A7 C8 509
A7 C9 532
A7 D0 481
A7 D1 277
A7 D2 540
A7 D3 517
A7 D4 259
A7 D5 177
A7 D6 672
A7 D7 573
A7 D8 347
A7 D9 546
A7 E0 394
A7 E1 832
A7 E2 586
A7 E3 460
A7 E4 298
A7 E5 551
A7 E6 292
A7 E7 528
A7 E8 548
A7 E9 582
A7 F0 435
A7 F1 213
A7 F2 791
A7 F3 98
A7 F4 524
A7 F5 515
A7 F6 513
A7 F7 521
A7 F8 847
A7 F9 591
A7 G0 734
A7 G1 638
A7 G2 442
A7 G3 403
A7 G4 583
A7 G5 582
A7 G6 466
A7 G7 87
A7 G8 566
A7 G9 111
A7 H0 543
A7 H1 484
A7 H2 578
A7 H3 526
A7 H4 482
A7 H5 577
A7 H6 520
A7 H7 486
A7 H8 411
A7 H9 584
A7 I0 587
A7 I1 355
A7 I2 482
A7 I3 326
A7 I4 435
A7 I5 429
A7 I6 590
A7 I7 349
A7 I8 151
A7 I9 586
A7 J0 568
A7 J1 589
A7 J2 488
A7 J3 510
A7 J4 231
A7 J5 561
A7 J6 534
A7 J7 575
A7 J8 453
A7 J9 562
A8 A9 636
A8 B0 307
A8 B1 1050
A8 B2 243
A8 B3 308
A8 B4 798
A8 B5 305
A8 B6 305
A8 B7 356
A8 B8 125
A8 B9 793
A8 C0 410
A8 C1 351
A8 C2 194
A8 C3 238
A8 C4 201
A8 C5 281
A8 C6 352
A8 C7 1117
A8 C8 515
A8 C9 575
A8 D0 210
A8 D1 592
A8 D2 269
A8 D3 832
A8 D4 344
A8 D5 492
A8 D6 987
A8 D7 302
A8 D8 103
A8 D9 275
A8 E0 709
A8 E1 1147
A8 E2 315
A8 E3 775
A8 E4 367
A8 E5 702
A8 E6 350
A8 E7 257
A8 E8 277
A8 E9 311
A8 F0 642
A8 F1 448
A8 F2 1106
A8 F3 413
A8 F4 702
A8 F5 830
A8 F6 242
A8 F7 740
A8 F8 1162
A8 F9 906
A8 G0 1049
A8 G1 953
A8 G2 757
A8 G3 718
A8 G4 312
A8 G5 396
A8 G6 699
A8 G7 402
A8 G8 295
A8 G9 426
A8 H0 554
A8 H1 799
A8 H2 307
A8 H3 255
A8 H4 211
A8 H5 892
A8 H6 552
A8 H7 215
A8 H8 726
A8 H9 313
A8 I0 316
A8 I1 670
A8 I2 211
A8 I3 641
A8 I4 750
A8 I5 744
A8 I6 319
A8 I7 405
A8 I8 394
A8 I9 748
A8 J0 297
A8 J1 318
A8 J2 803
A8 J3 239
A8 J4 546
A8 J5 876
A8 J6 372
A8 J7 304
A8 J8 746
A8 J9 291
A9 B0 800
A9 B1 830
A9 B2 736
A9 B3 801
A9 B4 578
A9 B5 798
A9 B6 798
A9 B7 547
A9 B8 618
A9 B9 573
A9 C0 401
A9 C1 461
A9 C2 687
A9 C3 535
A9 C4 694
A9 C5 774
A9 C6 729
A9 C7 897
A9 C8 731
A9 C9 754
A9 D0 703
A9 D1 410
A9 D2 762
A9 D3 612
A9 D4 481
A9 D5 352
A9 D6 767
A9 D7 795
A9 D8 569
A9 D9 768
A9 E0 489
A9 E1 927
A9 E2 808
A9 E3 636
A9 E4 520
A9 E5 773
A9 E6 514
A9 E7 750
A9 E8 770
A9 E9 804
A9 F0 657
A9 F1 435
A9 F2 886
A9 F3 270
A9 F4 746
A9 F5 610
A9 F6 735
A9 F7 743
A9 F8 942
A9 F9 686
A9 G0 829
A9 G1 733
A9 G2 537
A9 G3 498
A9 G4 805
A9 G5 804
A9 G6 688
A9 G7 267
A9 G8 788
A9 G9 293
A9 H0 765
A9 H1 579
A9 H2 800
A9 H3 748
A9 H4 704
A9 H5 672
A9 H6 742
A9 H7 708
A9 H8 621
A9 H9 806
A9 I0 809
A9 I1 450
A9 I2 704
A9 I3 421
A9 I4 530
A9 I5 524
A9 I6 812
A9 I7 571
A9 I8 373
A9 I9 808
A9 J0 790
A9 J1 811
A9 J2 583
A9 J3 732
A9 J4 345
A9 J5 656
A9 J6 756
A9 J7 797
A9 J8 675
A9 J9 784
B0 B1 1214
B0 B2 282
B0 B3 246
B0 B4 962
B0 B5 243
B0 B6 243
B0 B7 520
B0 B8 216
B0 B9 957
B0 C0 574
B0 C1 515
B0 C2 256
B0 C3 402
B0 C4 139
B0 C5 219
B0 C6 516
B0 C7 1281
B0 C8 679
B0 C9 739
B0 D0 255
B0 D1 756
B0 D2 278
B0 D3 996
B0 D4 508
B0 D5 656
B0 D6 1151
B0 D7 258
B0 D8 267
B0 D9 281
B0 E0 873
B0 E1 1311
B0 E2 253
B0 E3 939
B0 E4 531
B0 E5 866
B0 E6 514
B0 E7 195
B0 E8 215
B0 E9 249
B0 F0 806
B0 F1 612
B0 F2 1270
B0 F3 577
B0 F4 866
B0 F5 994
B0 F6 180
B0 F7 904
B0 F8 1326
B0 F9 1070
B0 G0 1213
B0 G1 1117
B0 G2 921
B0 G3 882
B0 G4 250
B0 G5 560
B0 G6 863
B0 G7 566
B0 G8 300
B0 G9 590
B0 H0 718
B0 H1 963
B0 H2 245
B0 H3 193
B0 H4 149
B0 H5 1056
B0 H6 716
B0 H7 335
B0 H8 890
B0 H9 251
B0 I0 254
B0 I1 834
B0 I2 149
B0 I3 805
B0 I4 914
B0 I5 908
B0 I6 257
B0 I7 569
B0 I8 558
B0 I9 912
B0 J0 237
B0 J1 256
B0 J2 967
B0 J3 195
B0 J4 710
B0 J5 1040
B0 J6 536
B0 J7 390
B0 J8 910
B0 J9 229
B1 B2 1150
B1 B3 1215
B1 B4 821
B1 B5 1212
B1 B6 1212
B1 B7 961
B1 B8 1032
B1 B9 816
B1 C0 815
B1 C1 875
B1 C2 1101
B1 C3 949
B1 C4 1108
B1 C5 1188
B1 C6 1143
B1 C7 1140
B1 C8 1145
B1 C9 1168
B1 D0 1117
B1 D1 824
B1 D2 1176
B1 D3 924
B1 D4 895
B1 D5 766
B1 D6 1010
B1 D7 1209
B1 D8 983
B1 D9 1182
B1 E0 843
B1 E1 1170
B1 E2 1222
B1 E3 1050
B1 E4 934
B1 E5 1187
B1 E6 928
B1 E7 1164
B1 E8 1184
B1 E9 1218
B1 F0 1071
B1 F1 849
B1 F2 1129
B1 F3 684
B1 F4 1160
B1 F5 853
B1 F6 1149
B1 F7 1157
B1 F8 1185
B1 F9 929
B1 G0 1072
B1 G1 976
B1 G2 939
B1 G3 772
B1 G4 1219
B1 G5 1218
B1 G6 1102
B1 G7 681
B1 G8 1202
B1 G9 707
B1 H0 1179
B1 H1 923
B1 H2 1214
B1 H3 1162
B1 H4 1118
B1 H5 915
B1 H6 1156
B1 H7 1122
B1 H8 1035
B1 H9 1220
B1 I0 1223
B1 I1 849
B1 I2 1118
B1 I3 785
B1 I4 773
B1 I5 767
B1 I6 1226
B1 I7 985
B1 I8 787
B1 I9 1222
B1 J0 1204
B1 J1 1225
B1 J2 826
B1 J3 1146
B1 J4 759
B1 J5 899
B1 J6 1170
B1 J7 1211
B1 J8 1089
B1 J9 1198
B2 B3 283
B2 B4 898
B2 B5 280
B2 B6 280
B2 B7 456
B2 B8 152
B2 B9 893
B2 C0 510
B2 C1 451
B2 C2 192
B2 C3 338
B2 C4 176
B2 C5 256
B2 C6 452
B2 C7 1217
B2 C8 615
B2 C9 675
B2 D0 191
B2 D1 692
B2 D2 244
B2 D3 932
B2 D4 444
B2 D5 592
B2 D6 1087
B2 D7 277
B2 D8 203
B2 D9 250
B2 E0 809
B2 E1 1247
B2 E2 290
B2 E3 875
B2 E4 467
B2 E5 802
B2 E6 450
B2 E7 232
B2 E8 252
B2 E9 286
B2 F0 742
B2 F1 548
B2 F2 1206
B2 F3 513
B2 F4 802
B2 F5 930
B2 F6 217
B2 F7 840
B2 F8 1262
B2 F9 1006
B2 G0 1149
B2 G1 1053
B2 G2 857
B2 G3 818
B2 G4 287
B2 G5 496
B2 G6 799
B2 G7 502
B2 G8 270
B2 G9 526
B2 H0 654
B2 H1 899
B2 H2 282
B2 H3 230
B2 H4 186
B2 H5 992
B2 H6 652
B2 H7 271
B2 H8 826
B2 H9 288
B2 I0 291
B2 I1 770
B2 I2 186
B2 I3 741
B2 I4 850
B2 I5 844
B2 I6 294
B2 I7 505
B2 I8 494
B2 I9 848
B2 J0 272
B2 J1 293
B2 J2 903
B2 J3 214
B2 J4 646
B2 J5 976
B2 J6 472
B2 J7 326
B2 J8 846
B2 J9 266
B3 B4 963
B3 B5 82
B3 B6 33
B3 B7 521
B3 B8 217
B3 B9 958
B3 C0 575
B3 C1 516
B3 C2 257
B3 C3 403
B3 C4 125
B3 C5 97
B3 C6 517
B3 C7 1282
B3 C8 680
B3 C9 740
B3 D0 256
B3 D1 757
B3 D2 279
B3 D3 997
B3 D4 509
B3 D5 657
B3 D6 1152
B3 D7 259
B3 D8 268
B3 D9 282
B3 E0 874
B3 E1 1312
B3 E2 12
B3 E3 940
B3 E4 532
B3 E5 867
B3 E6 515
B3 E7 172
B3 E8 41
B3 E9 157
B3 F0 807
B3 F1 613
B3 F2 1271
B3 F3 578
B3 F4 867
B3 F5 995
B3 F6 135
B3 F7 905
B3 F8 1327
B3 F9 1071
B3 G0 1214
B3 G1 1118
B3 G2 922
B3 G3 883
B3 G4 9
B3 G5 561
B3 G6 864
B3 G7 567
B3 G8 301
B3 G9 591
B3 H0 719
B3 H1 964
B3 H2 207
B3 H3 64
B3 H4 110
B3 H5 1057
B3 H6 717
B3 H7 336
B3 H8 891
B3 H9 10
B3 I0 13
B3 I1 835
B3 I2 115
B3 I3 806
B3 I4 915
B3 I5 909
B3 I6 16
B3 I7 570
B3 I8 559
B3 I9 913
B3 J0 238
B3 J1 44
B3 J2 968
B3 J3 196
B3 J4 711
B3 J5 1041
B3 J6 537
B3 J7 391
B3 J8 911
B3 J9 41
B4 B5 960
B4 B6 960
B4 B7 709
B4 B8 780
B4 B9 514
B4 C0 563
B4 C1 623
B4 C2 849
B4 C3 697
B4 C4 856
B4 C5 936
B4 C6 891
B4 C7 838
B4 C8 893
B4 C9 916
B4 D0 865
B4 D1 572
B4 D2 924
B4 D3 672
B4 D4 643
B4 D5 514
B4 D6 725
B4 D7 957
B4 D8 731
B4 D9 930
B4 E0 591
B4 E1 868
B4 E2 970
B4 E3 798
B4 E4 682
B4 E5 935
B4 E6 676
B4 E7 912
B4 E8 932
B4 E9 966
B4 F0 819
B4 F1 597
B4 F2 827
B4 F3 432
B4 F4 908
B4 F5 551
B4 F6 897
B4 F7 905
B4 F8 883
B4 F9 627
B4 G0 770
B4 G1 674
B4 G2 687
B4 G3 520
B4 G4 967
B4 G5 966
B4 G6 850
B4 G7 429
B4 G8 950
B4 G9 455
B4 H0 927
B4 H1 671
B4 H2 962
B4 H3 910
B4 H4 866
B4 H5 613
B4 H6 904
B4 H7 870
B4 H8 783
B4 H9 968
B4 I0 971
B4 I1 597
B4 I2 866
B4 I3 533
B4 I4 471
B4 I5 465
B4 I6 974
B4 I7 733
B4 I8 535
B4 I9 970
B4 J0 952
B4 J1 973
B4 J2 524
B4 J3 894
B4 J4 507
B4 J5 597
B4 J6 918
B4 J7 959
B4 J8 837
B4 J9 946
B5 B6 79
B5 B7 518
B5 B8 214
B5 B9 955
B5 C0 572
B5 C1 513
B5 C2 254
B5 C3 400
B5 C4 122
B5 C5 94
B5 C6 514
B5 C7 1279
B5 C8 677
B5 C9 737
B5 D0 253
B5 D1 754
B5 D2 276
B5 D3 994
B5 D4 506
B5 D5 654
B5 D6 1149
B5 D7 256
B5 D8 265
B5 D9 279
B5 E0 871
B5 E1 1309
B5 E2 89
B5 E3 937
B5 E4 529
B5 E5 864
B5 E6 512
B5 E7 169
B5 E8 51
B5 E9 154
B5 F0 804
B5 F1 610
B5 F2 1268
B5 F3 575
B5 F4 864
B5 F5 992
B5 F6 132
B5 F7 902
B5 F8 1324
B5 F9 1068
B5 G0 1211
B5 G1 1115
B5 G2 919
B5 G3 880
B5 G4 86
B5 G5 558
B5 G6 861
B5 G7 564
B5 G8 298
B5 G9 588
B5 H0 716
B5 H1 961
B5 H2 204
B5 H3 61
B5 H4 107
B5 H5 1054
B5 H6 714
B5 H7 333
B5 H8 888
B5 H9 87
B5 I0 90
B5 I1 832
B5 I2 112
B5 I3 803
B5 I4 912
B5 I5 906
B5 I6 93
B5 I7 567
B5 I8 556
B5 I9 910
B5 J0 235
B5 J1 92
B5 J2 965
B5 J3 193
B5 J4 708
B5 J5 1038
B5 J6 534
B5 J7 388
B5 J8 908
B5 J9 65
B6 B7 518
B6 B8 214
B6 B9 955
B6 C0 572
B6 C1 513
B6 C2 254
B6 C3 400
B6 C4 122
B6 C5 94
B6 C6 514
B6 C7 1279
B6 C8 677
B6 C9 737
B6 D0 253
B6 D1 754
B6 D2 276
B6 D3 994
B6 D4 506
B6 D5 654
B6 D6 1149
B6 D7 256
B6 D8 265
B6 D9 279
B6 E0 871
B6 E1 1309
B6 E2 40
B6 E3 937
B6 E4 529
B6 E5 864
B6 E6 512
B6 E7 169
B6 E8 38
B6 E9 154
B6 F0 804
B6 F1 610
B6 F2 1268
B6 F3 575
B6 F4 864
B6 F5 992
B6 F6 132
B6 F7 902
B6 F8 1324
B6 F9 1068
B6 G0 1211
B6 G1 1115
B6 G2 919
B6 G3 880
B6 G4 37
B6 G5 558
B6 G6 861
B6 G7 564
B6 G8 298
B6 G9 588
B6 H0 716
B6 H1 961
B6 H2 204
B6 H3 61
B6 H4 107
B6 H5 1054
B6 H6 714
B6 H7 333
B6 H8 888
B6 H9 38
B6 I0 41
B6 I1 832
B6 I2 112
B6 I3 803
B6 I4 912
B6 I5 906
B6 I6 44
B6 I7 567
B6 I8 556
B6 I9 910
B6 J0 235
B6 J1 43
B6 J2 965
B6 J3 193
B6 J4 708
B6 J5 1038
B6 J6 534
B6 J7 388
B6 J8 908
B6 J9 38
B7 B8 338
B7 B9 704
B7 C0 321
B7 C1 262
B7 C2 407
B7 C3 255
B7 C4 414
B7 C5 494
B7 C6 449
B7 C7 1028
B7 C8 451
B7 C9 486
B7 D0 423
B7 D1 503
B7 D2 482
B7 D3 743
B7 D4 255
B7 D5 403
B7 D6 898
B7 D7 515
B7 D8 289
B7 D9 488
B7 E0 620
B7 E1 1058
B7 E2 528
B7 E3 686
B7 E4 278
B7 E5 613
B7 E6 261
B7 E7 470
B7 E8 490
B7 E9 524
B7 F0 553
B7 F1 359
B7 F2 1017
B7 F3 324
B7 F4 613
B7 F5 741
B7 F6 455
B7 F7 651
B7 F8 1073
B7 F9 817
B7 G0 960
B7 G1 864
B7 G2 668
B7 G3 629
B7 G4 525
B7 G5 524
B7 G6 610
B7 G7 313
B7 G8 508
B7 G9 337
B7 H0 485
B7 H1 710
B7 H2 520
B7 H3 468
B7 H4 424
B7 H5 803
B7 H6 463
B7 H7 428
B7 H8 637
B7 H9 526
B7 I0 529
B7 I1 581
B7 I2 424
B7 I3 552
